DATE,Annual Inflation Rate,Quarterly GDP Change,Interest Rate Quarterly,Unemployment Rate Quarterly
1988-06-30,7.614098016638078,2.4801855181586063,8.88,8.7
1988-09-30,3.219333273131366,3.0071003621051418,11.88,8.4
1988-12-31,4.5168198311062815,2.917238048867432,12.88,8.0
1989-03-31,4.205032155634795,2.4892971773990524,12.88,7.6
1989-06-30,8.791562687510067,1.7600534372654408,13.75,7.2
1989-09-30,2.5494031488368805,2.6795936497142847,13.75,7.1
1989-12-31,6.053078939548584,2.5456821298899257,14.88,7.0
1990-03-31,4.9751885168868215,2.2827509683528646,14.88,6.9
1990-06-30,12.173794120101975,2.2216060380062075,14.88,6.9
1990-09-30,5.714382898990573,1.988859660518827,14.88,7.1
1990-12-31,7.494364422987938,0.5196157394555811,13.88,7.5
1991-03-31,1.3896945072744205,1.3006291218985666,12.38,8.0
1991-06-30,17.639941384118842,1.5071313943368025,11.38,8.7
1991-09-30,3.743490025788084,0.8258283930421939,10.38,9.2
1991-12-31,4.142855239978861,1.2946071471725773,10.38,9.5
1992-03-31,1.5155633827833204,1.023752252029908,10.38,9.7
1992-06-30,7.280714923445476,0.2482613357333463,9.88,9.8
1992-09-30,-0.6371118947145334,0.3671319843110865,8.88,9.9
1992-12-31,2.542381440279491,1.3228433099692793,6.88,10.4
1993-03-31,0.4221636275773869,2.4514735173813307,5.88,10.6
1993-06-30,7.730718557345584,0.11703245032119725,5.88,10.4
1993-09-30,0.41365050222045374,1.9564786689384661,5.88,10.2
1993-12-31,1.0322586373966853,1.7256422863960452,5.38,10.3
1994-03-31,0.6180789280265063,1.4494212912577353,5.13,9.9
1994-06-30,5.723143110112045,0.44695657534568056,5.13,9.7
1994-09-30,-0.40609140543782074,1.287695739932282,5.63,9.4
1994-12-31,1.0144565417204614,1.8147885261303287,6.13,9.0
1995-03-31,3.2290790900445043,0.7900501072205302,6.63,8.9
1995-06-30,5.588913278006534,0.9971351439654441,6.63,8.7
1995-09-30,0.7920794667449117,1.8187277813304092,6.63,8.6
1995-12-31,1.9733636471823968,1.4837012532264993,6.38,8.3
1996-03-31,2.1595144476997707,1.643266339243965,5.94,8.2
1996-06-30,4.478021944784783,2.1242030108135523,5.69,8.3
1996-09-30,0.3870343794942377,1.6334536248043818,5.69,8.1
1996-12-31,2.5066363061259147,1.1025842007514441,5.94,7.8
1997-03-31,8.881784197001251e-14,0.12381506708472045,5.94,7.3
1997-06-30,3.6355189271519754,1.38627107209075,6.5,7.2
1997-09-30,1.5209143798953915,3.083354736341981,7.0,6.8
1997-12-31,2.081859442818417,-0.8740239439493536,7.25,6.5
1998-03-31,-0.7557867151682552,1.9244151311372804,7.25,6.4
1998-06-30,4.326400041844838,0.8594516093095805,7.5,6.3
1998-09-30,-0.18713450633716894,0.9943107060614409,7.5,6.2
1998-12-31,2.2398565293451855,1.324995299414411,6.25,6.1
1999-03-31,-0.18617640550206735,0.7850100629868351,5.5,6.2
1999-06-30,3.8916220792475755,0.9725785238344997,5.0,6.0
1999-09-30,-0.9231483442008473,1.230765832122671,5.25,5.9
1999-12-31,1.6601361160229982,2.1678124829046297,5.5,5.8
2000-03-31,-1.6601361160229846,1.8412726796688261,6.0,5.8
2000-06-30,3.4966866334286797,0.589872843126038,6.0,5.5
2000-09-30,-0.36663613932590644,0.8209611816216267,6.0,5.3
2000-12-31,2.55942372305711,0.787336064879085,6.0,5.2
2001-03-31,-2.1927875837311834,1.615013204600757,5.75,5.1
2001-06-30,5.820930371716834,1.3479436628999864,5.25,5.0
2001-09-30,0.180546155175399,0.5002671793528535,4.75,5.1
2001-12-31,0.18046469965472878,0.0645253076065444,4.0,5.2
2002-03-31,-0.18046469965478268,1.423484622593918,4.0,5.2
2002-06-30,3.593914563126191,1.0306178617845774,4.0,5.2
2002-09-30,0.3576218387523744,1.2489527557152158,4.0,5.3
2002-12-31,2.1390425306380227,1.649588228373311,4.0,5.1
2003-03-31,0.0,1.0717914831664288,3.75,5.2
2003-06-30,2.481177649843146,1.761073698407678,3.75,4.9
2003-09-30,0.7060902098276597,1.4324233555857546,3.5,5.0
2003-12-31,2.286222974698109,0.932753380049256,3.75,4.9
2004-03-31,-0.35087721548155876,0.7275970508326068,4.0,4.8
2004-06-30,2.9726912775092216,2.131542288160837,4.5,4.8
2004-09-30,0.17417809985642854,0.5625094218441262,4.75,4.7
2004-12-31,2.7765838169363937,2.0722186830640865,4.75,4.7
2005-03-31,0.6911448803748075,0.7999583693790058,4.75,4.7
2005-06-30,3.9510735677482485,2.098533686078241,4.75,4.8
2005-09-30,2.0460402667081636,1.0021611600176783,4.5,4.7
2005-12-31,1.866387267356138,1.4110168602522677,4.5,5.1
2006-03-31,-0.1693121718400646,1.1723626930130848,4.5,5.2
2006-06-30,5.382755744244324,1.6008470887737047,4.5,5.5
2006-09-30,2.4984465987811957,1.041036606484269,4.75,5.5
2006-12-31,2.9776812446920187,0.542363819638858,5.0,5.5
2007-03-31,0.4941322431971233,1.0823488221600286,5.25,5.5
2007-06-30,3.931235574504989,2.407658148481495,5.5,5.4
2007-09-30,-0.32613128590187057,0.8116779040312494,5.75,5.3
2007-12-31,4.219106053194362,0.7556959197534852,5.5,5.2
2008-03-31,1.6109566679929392,1.4065271290833792,5.25,5.2
2008-06-30,7.958877766105149,0.722621603189566,5.0,5.4
2008-09-30,4.856139534220271,-0.17260354562864677,5.0,5.9
2008-12-31,0.4668352990505976,-1.2257499889617662,2.0,6.4
2009-03-31,-1.4021435973755538,-2.1092988484559427,0.5,7.1
2009-06-30,4.346181679215552,-0.08300719225768916,0.5,7.8
2009-09-30,2.6158969937734056,0.5271256830853943,0.5,7.8
2009-12-31,2.903546655598468,-0.46867730478634684,0.5,7.8
2010-03-31,3.033765016624605,2.400508648102928,0.5,8.0
2010-06-30,5.105174403543267,1.2658825497798176,0.5,7.9
2010-09-30,1.1918072131620672,0.7800552967974994,0.5,7.8
2010-12-31,3.8490304396684523,0.5976688065638669,0.5,7.9
2011-03-31,5.850195687591605,1.9516317558913698,0.5,7.8
2011-06-30,6.33790717137553,-0.5904486610027959,0.5,7.9
2011-09-30,2.2800204233347947,0.9055209922777863,0.5,8.3
2011-12-31,3.818307233302106,0.7636914376096371,0.5,8.4
2012-03-31,1.264712102250458,1.24076510743798,0.5,8.2
2012-06-30,3.2139910905192233,0.09393993950226331,0.5,8.0
2012-09-30,1.1118839681988852,1.4078930721744598,0.5,7.8
2012-12-31,4.965581009305415,0.5341146369401528,0.5,7.8
2013-03-31,1.6415891713528068,1.149911415060778,0.5,7.8
2013-06-30,2.856669172730602,0.8659970656719196,0.5,7.7
2013-09-30,1.3531812634607083,1.5052563098691962,0.5,7.6
2013-12-31,2.4242498446764698,0.7509610943749578,0.5,7.2
2014-03-31,0.4026170445605889,1.2089839584668027,0.5,6.7
2014-06-30,2.8070290634587045,0.8411419084408678,0.5,6.3
2014-09-30,0.13317796027798567,1.9471249896591658,0.5,6.0
2014-12-31,0.26622297155779295,0.43126088538958385,0.5,5.7
2015-03-31,-2.804217794486965,0.4268810225138253,0.5,5.5
2015-06-30,2.2715945466818925,0.40177879294365226,0.5,5.6
2015-09-30,0.39953391036034364,0.696907730618257,0.5,5.3
2015-12-31,0.5320918642948537,1.104882870055235,0.5,5.1
2016-03-31,-1.865426432198227,0.9081656240864433,0.5,5.1
2016-06-30,2.264031348093798,0.8190057301426634,0.5,4.9
2016-09-30,1.8549221714068993,1.4260516313607141,0.25,4.8
2016-12-31,2.5037143182784614,1.3191337941378833,0.25,4.7
2017-03-31,1.965605920971665,1.246117773058053,0.25,4.6
2017-06-30,4.549196068907992,0.7449596727216345,0.25,4.4
2017-09-30,2.062524711576193,0.6932273291250013,0.25,4.3
2017-12-31,3.3290845172164136,1.6171433238779898,0.5,4.4
2018-03-31,0.7643314427558078,0.2594059628666656,0.5,4.2
2018-06-30,3.4215320295034948,0.8578674669783126,0.5,4.0
2018-09-30,2.390320055492461,0.8361327330190349,0.75,4.1
2018-12-31,2.3761207905390647,0.9315881963392059,0.75,4.0
2019-03-31,-0.873771606616896,0.6943146045095716,0.75,3.8
2019-06-30,4.102600066875713,1.2747601963216226,0.75,3.9
2019-09-30,1.7278644578065518,1.2322524820621794,0.75,3.9
2019-12-31,0.6152900767131674,0.48885729959238233,0.75,3.7
2020-03-31,0.1229445222525675,-1.7594193068960706,0.1,4.1
2020-06-30,0.24577573737921088,-15.481829966146954,0.1,4.1
2020-09-30,1.4714915429849469,11.427854486743705,0.1,5.0
2020-12-31,0.48929669709778156,0.7136254134314512,0.1,5.3
2021-03-31,0.36658013868584666,0.06749589563259661,0.1,4.9
2021-06-30,5.699656841555149,5.519456165958481,0.1,4.7
2021-09-30,4.311418985698377,2.3097088220401574,0.1,4.4
2021-12-31,8.719049188146682,2.59191173515827,0.25,4.2
2022-03-31,5.325693722550205,2.1971552083236645,0.75,3.8
2022-06-30,16.66907856022723,2.4472561243904067,1.25,3.8
2022-09-30,7.431907777755535,1.7569111680595384,2.25,3.7
2022-12-31,11.421723292025433,2.713446578503209,3.5,3.9
2023-03-31,3.249068040601016,1.9742308595169789,4.25,4.0
2023-06-30,10.304536870522409,1.831417003428193,5.0,4.2
2023-09-30,1.0160025782433209,0.821130503089762,5.25,4.1
2023-12-31,1.7213037573859866,0.10417397118303029,5.25,3.9
2024-03-31,0.908288519453047,1.8852906700633554,5.25,4.3
2024-06-30,4.710063190439497,1.2278347126553513,5.25,4.2
2024-09-30,0.7962182275703993,1.3557035822296726,5.0,4.3
2024-12-31,3.3663565026636677,1.0590931510048307,4.75,4.4
